source_file,model,dataset,reasoning_enabled,brevity_hint,reasoning_effort,repetition_penalty,sampling_strategy,do_sample,eval_mode,processor_class,batch_size,max_examples,max_new_tokens,seeds,n_iters,precision_report,recall_report,f1_report,accuracy_report,semin_hard_precision_report,semin_hard_recall_report,semin_hard_f1_report,semin_soft_precision_report,semin_soft_recall_report,semin_soft_f1_report,wrong_text_count_avg,wrong_text_count_std,wrong_text_rate_report,unaligned_entity_count_avg,unaligned_entity_count_std,unaligned_entity_rate_report,all_entities_wrongly_unaligned_avg,all_entities_wrongly_unaligned_std,all_entities_wrongly_unaligned_rate_report,reasoning_unterminated_count_avg,reasoning_unterminated_count_std,reasoning_unterminated_rate_report,reasoning_skipped_count_avg,reasoning_skipped_rate_report,reasoning_tokens_avg_avg,reasoning_tokens_avg_std,elapsed_minute_avg,elapsed_minute_std
conll2003_Qwen3.8-27B_64_BS_think1_effort_low_sampling.csv,Qwen/Qwen3.8-27B,conll2003,True,False,low,,sampling,True,unconstrained,n|a,64,128,18000,42,1,91.92 ± 0.00,50.28 ± 0.00,65.00 ± 0.00,91.29 ± 0.00,91.62 ± 0.00,49.53 ± 0.00,64.30 ± 0.00,96.73 ± 0.00,52.29 ± 0.00,67.89 ± 0.00,1,0.0,50.00 ± 0.00,0,0.0,0.00 ± 0.00,77,0.0,43.75 ± 0.00,0,0.0,0.00 ± 0.00,0,0.00 ± 0.00,3372.0,0.0,22.404,0.0
conll2003_Qwen3.8-27B_64_BS_think1_effort_low_sampling.csv,Qwen/Qwen3.8-27B,conll2003,True,False,low,,sampling,True,constrained,token_aware,64,128,18000,42,1,73.26 ± 0.00,75.69 ± 0.00,74.46 ± 0.00,94.14 ± 0.00,78.85 ± 0.00,71.23 ± 0.00,74.85 ± 0.00,85.39 ± 0.00,77.14 ± 0.00,81.06 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.00 ± 0.00,3512.5,0.0,23.547,0.0
conll2003_gemma-4-31B-it_1_BS_think0_sampling.csv,google/gemma-4-31B-it,conll2003,False,False,n|a,,sampling,True,unconstrained,n|a,1,25,18000,42,1,67.74 ± 0.00,67.74 ± 0.00,67.74 ± 0.00,92.08 ± 0.00,65.47 ± 0.00,67.08 ± 0.00,66.26 ± 0.00,87.09 ± 0.00,89.23 ± 0.00,88.15 ± 0.00,2,0.0,8.00 ± 0.00,0,0.0,0.00 ± 0.00,3,0.0,8.82 ± 0.00,0,0.0,0.00 ± 0.00,0,0.00 ± 0.00,0.0,0.0,1.616,0.0
conll2003_gemma-4-31B-it_1_BS_think0_sampling.csv,google/gemma-4-31B-it,conll2003,False,False,n|a,,sampling,True,constrained,token_aware,1,25,18000,42,1,61.76 ± 0.00,67.74 ± 0.00,64.62 ± 0.00,91.32 ± 0.00,62.74 ± 0.00,70.46 ± 0.00,66.38 ± 0.00,84.66 ± 0.00,95.08 ± 0.00,89.57 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.00 ± 0.00,0.0,0.0,1.617,0.0
conll2003_gemma-4-31B-it_64_BS_think0_sampling.csv,google/gemma-4-31B-it,conll2003,False,False,n|a,,sampling,True,unconstrained,n|a,64,128,18000,42,1,83.33 ± 0.00,82.87 ± 0.00,83.10 ± 0.00,96.86 ± 0.00,85.50 ± 0.00,85.97 ± 0.00,85.74 ± 0.00,95.44 ± 0.00,95.97 ± 0.00,95.70 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.00 ± 0.00,0.0,0.0,8.657,0.0
conll2003_gemma-4-31B-it_64_BS_think0_sampling.csv,google/gemma-4-31B-it,conll2003,False,False,n|a,,sampling,True,constrained,token_aware,64,128,18000,42,1,84.36 ± 0.00,83.43 ± 0.00,83.89 ± 0.00,97.04 ± 0.00,86.65 ± 0.00,86.36 ± 0.00,86.50 ± 0.00,96.29 ± 0.00,95.97 ± 0.00,96.13 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.00 ± 0.00,0.0,0.0,8.66,0.0
conll2003_gemma-4-E2B-it_1_BS_think0_sampling.csv,google/gemma-4-E2B-it,conll2003,False,False,n|a,,sampling,True,unconstrained,n|a,1,25,18000,42,1,66.67 ± 0.00,12.90 ± 0.00,21.62 ± 0.00,83.40 ± 0.00,59.72 ± 0.00,13.23 ± 0.00,21.66 ± 0.00,75.00 ± 0.00,16.62 ± 0.00,27.20 ± 0.00,22,0.0,88.00 ± 0.00,0,0.0,0.00 ± 0.00,2,0.0,25.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.00 ± 0.00,0.0,0.0,0.708,0.0
conll2003_gemma-4-E2B-it_1_BS_think0_sampling.csv,google/gemma-4-E2B-it,conll2003,False,False,n|a,,sampling,True,constrained,token_aware,1,25,18000,42,1,40.48 ± 0.00,54.84 ± 0.00,46.58 ± 0.00,73.96 ± 0.00,38.75 ± 0.00,63.08 ± 0.00,48.01 ± 0.00,56.71 ± 0.00,92.31 ± 0.00,70.26 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.00 ± 0.00,0.0,0.0,0.801,0.0
conll2003_gemma-4-E2B-it_1_BS_think1_sampling.csv,google/gemma-4-E2B-it,conll2003,True,False,n|a,,sampling,True,unconstrained,n|a,1,25,18000,42,1,45.83 ± 0.00,35.48 ± 0.00,40.00 ± 0.00,86.04 ± 0.00,61.51 ± 0.00,47.69 ± 0.00,53.73 ± 0.00,80.16 ± 0.00,62.15 ± 0.00,70.02 ± 0.00,4,0.0,16.00 ± 0.00,0,0.0,0.00 ± 0.00,5,0.0,17.24 ± 0.00,0,0.0,0.00 ± 0.00,0,0.00 ± 0.00,334.44,0.0,7.698,0.0
conll2003_gemma-4-E2B-it_1_BS_think1_sampling.csv,google/gemma-4-E2B-it,conll2003,True,False,n|a,,sampling,True,constrained,token_aware,1,25,18000,42,1,55.26 ± 0.00,67.74 ± 0.00,60.87 ± 0.00,88.68 ± 0.00,57.80 ± 0.00,69.54 ± 0.00,63.13 ± 0.00,74.68 ± 0.00,89.85 ± 0.00,81.56 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.00 ± 0.00,378.84,0.0,8.633,0.0
conll2003_gemma-4-E2B-it_64_BS_think0_sampling.csv,google/gemma-4-E2B-it,conll2003,False,False,n|a,,sampling,True,unconstrained,n|a,64,128,18000,42,1,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,83.47 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,2,0.0,100.00 ± 0.00,0,0.0,0.00 ± 0.00,26,0.0,100.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.00 ± 0.00,0.0,0.0,2.854,0.0
conll2003_gemma-4-E2B-it_64_BS_think0_sampling.csv,google/gemma-4-E2B-it,conll2003,False,False,n|a,,sampling,True,constrained,token_aware,64,128,18000,42,1,21.43 ± 0.00,1.66 ± 0.00,3.08 ± 0.00,44.49 ± 0.00,2.74 ± 0.00,6.79 ± 0.00,3.91 ± 0.00,23.43 ± 0.00,57.98 ± 0.00,33.37 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.00 ± 0.00,0.0,0.0,2.55,0.0
conll2003_gemma-4-E2B-it_64_BS_think1_sampling.csv,google/gemma-4-E2B-it,conll2003,True,False,n|a,,sampling,True,unconstrained,n|a,64,128,18000,42,1,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,83.47 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,2,0.0,100.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.00 ± 0.00,3151.5,0.0,8.985,0.0
conll2003_gemma-4-E2B-it_64_BS_think1_sampling.csv,google/gemma-4-E2B-it,conll2003,True,False,n|a,,sampling,True,constrained,token_aware,64,128,18000,42,1,36.36 ± 0.00,2.21 ± 0.00,4.17 ± 0.00,34.48 ± 0.00,6.12 ± 0.00,18.88 ± 0.00,9.24 ± 0.00,21.41 ± 0.00,66.10 ± 0.00,32.34 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.00 ± 0.00,3020.0,0.0,8.108,0.0
conll2003_gpt-oss-120b_1_BS_think1_effort_low_sampling.csv,openai/gpt-oss-120b,conll2003,True,False,low,,sampling,True,unconstrained,n|a,1,25,16000,42,1,64.52 ± 0.00,64.52 ± 0.00,64.52 ± 0.00,90.94 ± 0.00,65.24 ± 0.00,65.85 ± 0.00,65.54 ± 0.00,85.06 ± 0.00,85.85 ± 0.00,85.45 ± 0.00,1,0.0,4.00 ± 0.00,0,0.0,0.00 ± 0.00,2,0.0,6.06 ± 0.00,0,0.0,0.00 ± 0.00,0,0.00 ± 0.00,84.72,0.0,2.317,0.0
conll2003_gpt-oss-120b_1_BS_think1_effort_low_sampling.csv,openai/gpt-oss-120b,conll2003,True,False,low,,sampling,True,constrained,token_aware,1,25,16000,42,1,62.86 ± 0.00,70.97 ± 0.00,66.67 ± 0.00,90.94 ± 0.00,63.61 ± 0.00,72.62 ± 0.00,67.82 ± 0.00,80.86 ± 0.00,92.31 ± 0.00,86.21 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.00 ± 0.00,86.16,0.0,2.355,0.0
conll2003_gpt-oss-120b_1_BS_think1_effort_medium_sampling.csv,openai/gpt-oss-120b,conll2003,True,False,medium,,sampling,True,unconstrained,n|a,1,25,16000,42,1,57.89 ± 0.00,70.97 ± 0.00,63.77 ± 0.00,90.57 ± 0.00,60.95 ± 0.00,78.77 ± 0.00,68.72 ± 0.00,75.95 ± 0.00,98.15 ± 0.00,85.64 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.00 ± 0.00,255.68,0.0,5.513,0.0
conll2003_gpt-oss-120b_1_BS_think1_effort_medium_sampling.csv,openai/gpt-oss-120b,conll2003,True,False,medium,,sampling,True,constrained,token_aware,1,25,16000,42,1,61.11 ± 0.00,70.97 ± 0.00,65.67 ± 0.00,92.08 ± 0.00,65.31 ± 0.00,78.77 ± 0.00,71.41 ± 0.00,81.38 ± 0.00,98.15 ± 0.00,88.98 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.00 ± 0.00,288.28,0.0,6.137,0.0
conll2003_gpt-oss-120b_64_BS_think1_effort_low_sampling.csv,openai/gpt-oss-120b,conll2003,True,False,low,,sampling,True,unconstrained,n|a,64,128,16000,42,1,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,83.47 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,2,0.0,100.00 ± 0.00,0,0.0,0.00 ± 0.00,3,0.0,100.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.00 ± 0.00,37.0,0.0,2.352,0.0
conll2003_gpt-oss-120b_64_BS_think1_effort_low_sampling.csv,openai/gpt-oss-120b,conll2003,True,False,low,,sampling,True,constrained,token_aware,64,128,16000,42,1,76.52 ± 0.00,48.62 ± 0.00,59.46 ± 0.00,91.05 ± 0.00,76.64 ± 0.00,51.08 ± 0.00,61.30 ± 0.00,94.20 ± 0.00,62.78 ± 0.00,75.35 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.00 ± 0.00,262.0,0.0,3.306,0.0
conll2003_gpt-oss-120b_64_BS_think1_effort_medium_sampling.csv,openai/gpt-oss-120b,conll2003,True,False,medium,,sampling,True,unconstrained,n|a,64,128,16000,42,1,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,83.47 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,2,0.0,100.00 ± 0.00,0,0.0,0.00 ± 0.00,110,0.0,100.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.00 ± 0.00,3300.5,0.0,8.22,0.0
conll2003_gpt-oss-120b_64_BS_think1_effort_medium_sampling.csv,openai/gpt-oss-120b,conll2003,True,False,medium,,sampling,True,constrained,token_aware,64,128,16000,42,1,72.09 ± 0.00,68.51 ± 0.00,70.25 ± 0.00,95.20 ± 0.00,80.10 ± 0.00,79.13 ± 0.00,79.61 ± 0.00,94.63 ± 0.00,93.48 ± 0.00,94.06 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.00 ± 0.00,3086.0,0.0,8.302,0.0
conll2003_gpt-oss-20b_1_BS_think1_effort_low_sampling.csv,openai/gpt-oss-20b,conll2003,True,False,low,,sampling,True,unconstrained,n|a,1,25,16000,42,1,58.82 ± 0.00,64.52 ± 0.00,61.54 ± 0.00,85.28 ± 0.00,52.61 ± 0.00,65.23 ± 0.00,58.24 ± 0.00,64.76 ± 0.00,80.31 ± 0.00,71.70 ± 0.00,3,0.0,12.00 ± 0.00,0,0.0,0.00 ± 0.00,5,0.0,12.82 ± 0.00,0,0.0,0.00 ± 0.00,0,0.00 ± 0.00,117.52,0.0,1.695,0.0
conll2003_gpt-oss-20b_1_BS_think1_effort_low_sampling.csv,openai/gpt-oss-20b,conll2003,True,False,low,,sampling,True,constrained,token_aware,1,25,16000,42,1,54.05 ± 0.00,64.52 ± 0.00,58.82 ± 0.00,86.79 ± 0.00,49.65 ± 0.00,65.23 ± 0.00,56.38 ± 0.00,72.37 ± 0.00,95.08 ± 0.00,82.18 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.00 ± 0.00,99.08,0.0,1.518,0.0
conll2003_gpt-oss-20b_1_BS_think1_effort_medium_sampling.csv,openai/gpt-oss-20b,conll2003,True,False,medium,,sampling,True,unconstrained,n|a,1,25,16000,42,1,43.33 ± 0.00,41.94 ± 0.00,42.62 ± 0.00,84.53 ± 0.00,50.14 ± 0.00,53.54 ± 0.00,51.79 ± 0.00,75.22 ± 0.00,80.31 ± 0.00,77.68 ± 0.00,1,0.0,4.00 ± 0.00,0,0.0,0.00 ± 0.00,5,0.0,14.29 ± 0.00,0,0.0,0.00 ± 0.00,0,0.00 ± 0.00,330.48,0.0,4.04,0.0
conll2003_gpt-oss-20b_1_BS_think1_effort_medium_sampling.csv,openai/gpt-oss-20b,conll2003,True,False,medium,,sampling,True,constrained,token_aware,1,25,16000,42,1,50.00 ± 0.00,61.29 ± 0.00,55.07 ± 0.00,87.55 ± 0.00,53.63 ± 0.00,65.85 ± 0.00,59.12 ± 0.00,76.44 ± 0.00,93.85 ± 0.00,84.25 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.00 ± 0.00,309.64,0.0,3.853,0.0
conll2003_gpt-oss-20b_64_BS_think1_effort_low_sampling.csv,openai/gpt-oss-20b,conll2003,True,False,low,,sampling,True,unconstrained,n|a,64,128,16000,42,1,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,83.47 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,2,0.0,100.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.00 ± 0.00,43.0,0.0,0.122,0.0
conll2003_gpt-oss-20b_64_BS_think1_effort_low_sampling.csv,openai/gpt-oss-20b,conll2003,True,False,low,,sampling,True,constrained,token_aware,64,128,16000,42,1,30.77 ± 0.00,2.21 ± 0.00,4.12 ± 0.00,83.83 ± 0.00,44.14 ± 0.00,2.71 ± 0.00,5.10 ± 0.00,88.29 ± 0.00,5.41 ± 0.00,10.20 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.00 ± 0.00,50.0,0.0,1.215,0.0
conll2003_gpt-oss-20b_64_BS_think1_effort_medium_sampling.csv,openai/gpt-oss-20b,conll2003,True,False,medium,,sampling,True,unconstrained,n|a,64,128,16000,42,1,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,83.47 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,2,0.0,100.00 ± 0.00,0,0.0,0.00 ± 0.00,78,0.0,100.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.00 ± 0.00,2291.0,0.0,3.035,0.0
conll2003_gpt-oss-20b_64_BS_think1_effort_medium_sampling.csv,openai/gpt-oss-20b,conll2003,True,False,medium,,sampling,True,constrained,token_aware,64,128,16000,42,1,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,43.60 ± 0.00,8.77 ± 0.00,22.20 ± 0.00,12.57 ± 0.00,21.18 ± 0.00,53.62 ± 0.00,30.37 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.00 ± 0.00,950.0,0.0,1.976,0.0
