source_file,model,dataset,reasoning_enabled,brevity_hint,reasoning_effort,repetition_penalty,sampling_strategy,do_sample,eval_mode,processor_class,batch_size,max_examples,max_new_tokens,seeds,n_iters,precision_report,recall_report,f1_report,accuracy_report,semin_hard_precision_report,semin_hard_recall_report,semin_hard_f1_report,semin_soft_precision_report,semin_soft_recall_report,semin_soft_f1_report,wrong_text_count_avg,wrong_text_count_std,wrong_text_rate_report,unaligned_entity_count_avg,unaligned_entity_count_std,unaligned_entity_rate_report,all_entities_wrongly_unaligned_avg,all_entities_wrongly_unaligned_std,all_entities_wrongly_unaligned_rate_report,reasoning_unterminated_count_avg,reasoning_unterminated_count_std,reasoning_unterminated_rate_report,reasoning_skipped_count_avg,reasoning_skipped_rate_report,reasoning_tokens_avg_avg,reasoning_tokens_avg_std,elapsed_minute_avg,elapsed_minute_std
uner_all_Qwen3.8-27B_64_BS_think1_effort_low_sampling.csv,Qwen/Qwen3.8-27B,uner_all,True,False,low,,sampling,True,unconstrained,n|a,64,128,18000,42,1,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,87.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,2,0.0,100.00 ± 0.00,0,0.0,0.00 ± 0.00,153,0.0,100.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.00 ± 0.00,9546.0,0.0,41.872,0.0
uner_all_Qwen3.8-27B_64_BS_think1_effort_low_sampling.csv,Qwen/Qwen3.8-27B,uner_all,True,False,low,,sampling,True,constrained,token_aware,64,128,18000,42,1,71.37 ± 0.00,68.64 ± 0.00,69.98 ± 0.00,94.98 ± 0.00,89.87 ± 0.00,58.62 ± 0.00,70.96 ± 0.00,92.35 ± 0.00,60.24 ± 0.00,72.92 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.00 ± 0.00,10697.5,0.0,46.627,0.0
uner_all_gemma-4-31B-it_1_BS_think0_sampling.csv,google/gemma-4-31B-it,uner_all,False,False,n|a,,sampling,True,unconstrained,n|a,1,25,18000,42,1,87.80 ± 0.00,87.80 ± 0.00,87.80 ± 0.00,98.27 ± 0.00,93.17 ± 0.00,94.55 ± 0.00,93.86 ± 0.00,93.17 ± 0.00,94.55 ± 0.00,93.86 ± 0.00,2,0.0,8.00 ± 0.00,0,0.0,0.00 ± 0.00,5,0.0,10.87 ± 0.00,0,0.0,0.00 ± 0.00,0,0.00 ± 0.00,0.0,0.0,2.48,0.0
uner_all_gemma-4-31B-it_1_BS_think0_sampling.csv,google/gemma-4-31B-it,uner_all,False,False,n|a,,sampling,True,constrained,token_aware,1,25,18000,42,1,84.78 ± 0.00,95.12 ± 0.00,89.66 ± 0.00,98.61 ± 0.00,91.40 ± 0.00,100.00 ± 0.00,95.51 ± 0.00,91.40 ± 0.00,100.00 ± 0.00,95.51 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.00 ± 0.00,0.0,0.0,2.515,0.0
uner_all_gemma-4-31B-it_64_BS_think0_sampling.csv,google/gemma-4-31B-it,uner_all,False,False,n|a,,sampling,True,unconstrained,n|a,64,128,18000,42,1,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,87.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,2,0.0,100.00 ± 0.00,0,0.0,0.00 ± 0.00,229,0.0,100.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.00 ± 0.00,0.0,0.0,12.534,0.0
uner_all_gemma-4-31B-it_64_BS_think0_sampling.csv,google/gemma-4-31B-it,uner_all,False,False,n|a,,sampling,True,constrained,token_aware,64,128,18000,42,1,88.84 ± 0.00,80.93 ± 0.00,84.70 ± 0.00,97.18 ± 0.00,93.95 ± 0.00,87.01 ± 0.00,90.35 ± 0.00,96.03 ± 0.00,88.93 ± 0.00,92.35 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.00 ± 0.00,0.0,0.0,12.295,0.0
uner_all_gemma-4-E2B-it_1_BS_think0_sampling.csv,google/gemma-4-E2B-it,uner_all,False,False,n|a,,sampling,True,unconstrained,n|a,1,25,18000,42,1,78.57 ± 0.00,26.83 ± 0.00,40.00 ± 0.00,91.68 ± 0.00,78.21 ± 0.00,34.65 ± 0.00,48.03 ± 0.00,78.21 ± 0.00,34.65 ± 0.00,48.03 ± 0.00,19,0.0,76.00 ± 0.00,0,0.0,0.00 ± 0.00,11,0.0,44.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.00 ± 0.00,0.0,0.0,1.316,0.0
uner_all_gemma-4-E2B-it_1_BS_think0_sampling.csv,google/gemma-4-E2B-it,uner_all,False,False,n|a,,sampling,True,constrained,token_aware,1,25,18000,42,1,62.96 ± 0.00,82.93 ± 0.00,71.58 ± 0.00,92.03 ± 0.00,60.91 ± 0.00,82.92 ± 0.00,70.23 ± 0.00,67.27 ± 0.00,91.58 ± 0.00,77.57 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.00 ± 0.00,0.0,0.0,1.508,0.0
uner_all_gemma-4-E2B-it_1_BS_think1_sampling.csv,google/gemma-4-E2B-it,uner_all,True,False,n|a,,sampling,True,unconstrained,n|a,1,25,18000,42,1,84.38 ± 0.00,65.85 ± 0.00,73.97 ± 0.00,94.45 ± 0.00,90.12 ± 0.00,54.21 ± 0.00,67.70 ± 0.00,90.12 ± 0.00,54.21 ± 0.00,67.70 ± 0.00,6,0.0,24.00 ± 0.00,0,0.0,0.00 ± 0.00,11,0.0,25.58 ± 0.00,0,0.0,0.00 ± 0.00,0,0.00 ± 0.00,454.32,0.0,11.074,0.0
uner_all_gemma-4-E2B-it_1_BS_think1_sampling.csv,google/gemma-4-E2B-it,uner_all,True,False,n|a,,sampling,True,constrained,token_aware,1,25,18000,42,1,84.78 ± 0.00,95.12 ± 0.00,89.66 ± 0.00,98.44 ± 0.00,89.89 ± 0.00,99.01 ± 0.00,94.23 ± 0.00,89.89 ± 0.00,99.01 ± 0.00,94.23 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.00 ± 0.00,464.96,0.0,11.336,0.0
uner_all_gemma-4-E2B-it_64_BS_think0_sampling.csv,google/gemma-4-E2B-it,uner_all,False,False,n|a,,sampling,True,unconstrained,n|a,64,128,18000,42,1,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,87.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,2,0.0,100.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.00 ± 0.00,0.0,0.0,2.985,0.0
uner_all_gemma-4-E2B-it_64_BS_think0_sampling.csv,google/gemma-4-E2B-it,uner_all,False,False,n|a,,sampling,True,constrained,token_aware,64,128,18000,42,1,76.34 ± 0.00,30.08 ± 0.00,43.16 ± 0.00,47.06 ± 0.00,10.39 ± 0.00,36.96 ± 0.00,16.22 ± 0.00,20.31 ± 0.00,72.22 ± 0.00,31.70 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.00 ± 0.00,0.0,0.0,3.964,0.0
uner_all_gemma-4-E2B-it_64_BS_think1_sampling.csv,google/gemma-4-E2B-it,uner_all,True,False,n|a,,sampling,True,unconstrained,n|a,64,128,18000,42,1,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,87.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,2,0.0,100.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.00 ± 0.00,3878.0,0.0,12.327,0.0
uner_all_gemma-4-E2B-it_64_BS_think1_sampling.csv,google/gemma-4-E2B-it,uner_all,True,False,n|a,,sampling,True,constrained,token_aware,64,128,18000,42,1,53.41 ± 0.00,19.92 ± 0.00,29.01 ± 0.00,33.95 ± 0.00,8.95 ± 0.00,39.55 ± 0.00,14.60 ± 0.00,18.10 ± 0.00,79.97 ± 0.00,29.52 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.00 ± 0.00,4018.0,0.0,12.547,0.0
uner_all_gpt-oss-120b_1_BS_think1_effort_low_sampling.csv,openai/gpt-oss-120b,uner_all,True,False,low,,sampling,True,unconstrained,n|a,1,25,16000,42,1,88.89 ± 0.00,78.05 ± 0.00,83.12 ± 0.00,96.71 ± 0.00,94.36 ± 0.00,78.71 ± 0.00,85.83 ± 0.00,94.36 ± 0.00,78.71 ± 0.00,85.83 ± 0.00,5,0.0,20.00 ± 0.00,0,0.0,0.00 ± 0.00,8,0.0,18.18 ± 0.00,0,0.0,0.00 ± 0.00,0,0.00 ± 0.00,112.08,0.0,3.237,0.0
uner_all_gpt-oss-120b_1_BS_think1_effort_low_sampling.csv,openai/gpt-oss-120b,uner_all,True,False,low,,sampling,True,constrained,token_aware,1,25,16000,42,1,77.78 ± 0.00,85.37 ± 0.00,81.40 ± 0.00,91.85 ± 0.00,64.76 ± 0.00,95.05 ± 0.00,77.03 ± 0.00,64.76 ± 0.00,95.05 ± 0.00,77.03 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.00 ± 0.00,114.72,0.0,3.303,0.0
uner_all_gpt-oss-120b_1_BS_think1_effort_medium_sampling.csv,openai/gpt-oss-120b,uner_all,True,False,medium,,sampling,True,unconstrained,n|a,1,25,16000,42,1,86.36 ± 0.00,92.68 ± 0.00,89.41 ± 0.00,97.57 ± 0.00,92.17 ± 0.00,90.35 ± 0.00,91.25 ± 0.00,92.17 ± 0.00,90.35 ± 0.00,91.25 ± 0.00,1,0.0,4.00 ± 0.00,0,0.0,0.00 ± 0.00,1,0.0,2.22 ± 0.00,0,0.0,0.00 ± 0.00,0,0.00 ± 0.00,352.36,0.0,7.788,0.0
uner_all_gpt-oss-120b_1_BS_think1_effort_medium_sampling.csv,openai/gpt-oss-120b,uner_all,True,False,medium,,sampling,True,constrained,token_aware,1,25,16000,42,1,90.70 ± 0.00,95.12 ± 0.00,92.86 ± 0.00,98.96 ± 0.00,95.01 ± 0.00,99.01 ± 0.00,96.97 ± 0.00,95.01 ± 0.00,99.01 ± 0.00,96.97 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.00 ± 0.00,351.96,0.0,7.948,0.0
uner_all_gpt-oss-120b_64_BS_think1_effort_low_sampling.csv,openai/gpt-oss-120b,uner_all,True,False,low,,sampling,True,unconstrained,n|a,64,128,16000,42,1,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,87.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,2,0.0,100.00 ± 0.00,0,0.0,0.00 ± 0.00,22,0.0,100.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.00 ± 0.00,538.5,0.0,5.124,0.0
uner_all_gpt-oss-120b_64_BS_think1_effort_low_sampling.csv,openai/gpt-oss-120b,uner_all,True,False,low,,sampling,True,constrained,token_aware,64,128,16000,42,1,82.90 ± 0.00,67.80 ± 0.00,74.59 ± 0.00,94.51 ± 0.00,88.78 ± 0.00,63.69 ± 0.00,74.17 ± 0.00,93.05 ± 0.00,66.75 ± 0.00,77.74 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.00 ± 0.00,147.5,0.0,5.199,0.0
uner_all_gpt-oss-120b_64_BS_think1_effort_medium_sampling.csv,openai/gpt-oss-120b,uner_all,True,False,medium,,sampling,True,unconstrained,n|a,64,128,16000,42,1,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,87.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,2,0.0,100.00 ± 0.00,0,0.0,0.00 ± 0.00,96,0.0,100.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.00 ± 0.00,5753.5,0.0,14.008,0.0
uner_all_gpt-oss-120b_64_BS_think1_effort_medium_sampling.csv,openai/gpt-oss-120b,uner_all,True,False,medium,,sampling,True,constrained,token_aware,64,128,16000,42,1,85.44 ± 0.00,74.58 ± 0.00,79.64 ± 0.00,96.21 ± 0.00,92.81 ± 0.00,76.25 ± 0.00,83.72 ± 0.00,96.22 ± 0.00,79.05 ± 0.00,86.79 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.00 ± 0.00,4884.0,0.0,12.525,0.0
uner_all_gpt-oss-20b_1_BS_think1_effort_low_sampling.csv,openai/gpt-oss-20b,uner_all,True,False,low,,sampling,True,unconstrained,n|a,1,25,16000,42,1,82.86 ± 0.00,70.73 ± 0.00,76.32 ± 0.00,93.59 ± 0.00,78.88 ± 0.00,59.16 ± 0.00,67.61 ± 0.00,78.88 ± 0.00,59.16 ± 0.00,67.61 ± 0.00,4,0.0,16.00 ± 0.00,0,0.0,0.00 ± 0.00,11,0.0,23.91 ± 0.00,0,0.0,0.00 ± 0.00,0,0.00 ± 0.00,82.96,0.0,1.588,0.0
uner_all_gpt-oss-20b_1_BS_think1_effort_low_sampling.csv,openai/gpt-oss-20b,uner_all,True,False,low,,sampling,True,constrained,token_aware,1,25,16000,42,1,78.72 ± 0.00,90.24 ± 0.00,84.09 ± 0.00,97.23 ± 0.00,80.94 ± 0.00,97.77 ± 0.00,88.57 ± 0.00,82.79 ± 0.00,100.00 ± 0.00,90.58 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.00 ± 0.00,101.08,0.0,1.843,0.0
uner_all_gpt-oss-20b_1_BS_think1_effort_medium_sampling.csv,openai/gpt-oss-20b,uner_all,True,False,medium,,sampling,True,unconstrained,n|a,1,25,16000,42,1,83.78 ± 0.00,75.61 ± 0.00,79.49 ± 0.00,95.49 ± 0.00,80.83 ± 0.00,72.03 ± 0.00,76.18 ± 0.00,83.33 ± 0.00,74.26 ± 0.00,78.53 ± 0.00,2,0.0,8.00 ± 0.00,0,0.0,0.00 ± 0.00,8,0.0,17.78 ± 0.00,0,0.0,0.00 ± 0.00,0,0.00 ± 0.00,478.48,0.0,5.938,0.0
uner_all_gpt-oss-20b_1_BS_think1_effort_medium_sampling.csv,openai/gpt-oss-20b,uner_all,True,False,medium,,sampling,True,constrained,token_aware,1,25,16000,42,1,88.64 ± 0.00,95.12 ± 0.00,91.76 ± 0.00,98.96 ± 0.00,93.52 ± 0.00,100.00 ± 0.00,96.65 ± 0.00,93.52 ± 0.00,100.00 ± 0.00,96.65 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.00 ± 0.00,485.88,0.0,6.004,0.0
uner_all_gpt-oss-20b_64_BS_think1_effort_low_sampling.csv,openai/gpt-oss-20b,uner_all,True,False,low,,sampling,True,unconstrained,n|a,64,128,16000,42,1,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,87.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,2,0.0,100.00 ± 0.00,0,0.0,0.00 ± 0.00,5,0.0,100.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.00 ± 0.00,31.5,0.0,0.124,0.0
uner_all_gpt-oss-20b_64_BS_think1_effort_low_sampling.csv,openai/gpt-oss-20b,uner_all,True,False,low,,sampling,True,constrained,token_aware,64,128,16000,42,1,66.67 ± 0.00,20.34 ± 0.00,31.17 ± 0.00,89.02 ± 0.00,76.64 ± 0.00,21.96 ± 0.00,34.14 ± 0.00,87.33 ± 0.00,25.02 ± 0.00,38.90 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.00 ± 0.00,34.5,0.0,2.367,0.0
uner_all_gpt-oss-20b_64_BS_think1_effort_medium_sampling.csv,openai/gpt-oss-20b,uner_all,True,False,medium,,sampling,True,unconstrained,n|a,64,128,16000,42,1,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,87.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,2,0.0,100.00 ± 0.00,0,0.0,0.00 ± 0.00,36,0.0,100.00 ± 0.00,1,0.0,50.00 ± 0.00,0,0.00 ± 0.00,8333.5,0.0,8.576,0.0
uner_all_gpt-oss-20b_64_BS_think1_effort_medium_sampling.csv,openai/gpt-oss-20b,uner_all,True,False,medium,,sampling,True,constrained,token_aware,64,128,16000,42,1,56.25 ± 0.00,3.81 ± 0.00,7.14 ± 0.00,87.07 ± 0.00,49.67 ± 0.00,3.28 ± 0.00,6.16 ± 0.00,69.54 ± 0.00,4.59 ± 0.00,8.62 ± 0.00,1,0.0,50.00 ± 0.00,0,0.0,0.00 ± 0.00,0,0.0,0.00 ± 0.00,1,0.0,50.00 ± 0.00,0,0.00 ± 0.00,8333.5,0.0,8.668,0.0
